Year,Sex,Cancer_Type,Aust_Mortality_to_incidence_ratio,Segi_Mortality_to_incidence_ratio,WHO_Mortality_to_incidence_ratio
2003,Male,Testicular cancer,0.03,0.03,0.02
2004,Male,Testicular cancer,0.02,0.02,0.02
2005,Male,Testicular cancer,0.03,0.03,0.03
2006,Male,Testicular cancer,0.03,0.03,0.03
2007,Male,Testicular cancer,0.04,0.03,0.03
2008,Male,Testicular cancer,0.01,0.02,0.01
2009,Male,Testicular cancer,0.03,0.02,0.02
2010,Male,Testicular cancer,0.03,0.03,0.03
2011,Male,Testicular cancer,,,
1968,Female,Testicular cancer,,,
1969,Female,Testicular cancer,,,
1970,Female,Testicular cancer,,,
1971,Female,Testicular cancer,,,
1972,Female,Testicular cancer,,,
1973,Female,Testicular cancer,,,
1974,Female,Testicular cancer,,,
1975,Female,Testicular cancer,,,
1976,Female,Testicular cancer,,,
1977,Female,Testicular cancer,,,
1978,Female,Testicular cancer,,,
1979,Female,Testicular cancer,,,
1980,Female,Testicular cancer,,,
1981,Female,Testicular cancer,,,
1982,Female,Testicular cancer,,,
1983,Female,Testicular cancer,,,
1984,Female,Testicular cancer,,,
1985,Female,Testicular cancer,,,
1986,Female,Testicular cancer,,,
1987,Female,Testicular cancer,,,
1988,Female,Testicular cancer,,,
1989,Female,Testicular cancer,,,
1990,Female,Testicular cancer,,,
1991,Female,Testicular cancer,,,
1992,Female,Testicular cancer,,,
1993,Female,Testicular cancer,,,
1994,Female,Testicular cancer,,,
1995,Female,Testicular cancer,,,
1996,Female,Testicular cancer,,,
1997,Female,Testicular cancer,,,
1998,Female,Testicular cancer,,,
1999,Female,Testicular cancer,,,
2000,Female,Testicular cancer,,,
2001,Female,Testicular cancer,,,
2002,Female,Testicular cancer,,,
2003,Female,Testicular cancer,,,
2004,Female,Testicular cancer,,,
2005,Female,Testicular cancer,,,
2006,Female,Testicular cancer,,,
2007,Female,Testicular cancer,,,
2008,Female,Testicular cancer,,,
2009,Female,Testicular cancer,,,
2010,Female,Testicular cancer,,,
2011,Female,Testicular cancer,,,
1968,Persons,Testicular cancer,,,
1969,Persons,Testicular cancer,,,
1970,Persons,Testicular cancer,,,
1971,Persons,Testicular cancer,,,
1972,Persons,Testicular cancer,,,
1973,Persons,Testicular cancer,,,
1974,Persons,Testicular cancer,,,
1975,Persons,Testicular cancer,,,
1976,Persons,Testicular cancer,,,
1977,Persons,Testicular cancer,,,
1978,Persons,Testicular cancer,,,
1979,Persons,Testicular cancer,,,
1980,Persons,Testicular cancer,,,
1981,Persons,Testicular cancer,,,
1982,Persons,Testicular cancer,,,
1983,Persons,Testicular cancer,,,
1984,Persons,Testicular cancer,,,
1985,Persons,Testicular cancer,,,
1986,Persons,Testicular cancer,,,
1987,Persons,Testicular cancer,,,
1988,Persons,Testicular cancer,,,
1989,Persons,Testicular cancer,,,
1990,Persons,Testicular cancer,,,
1991,Persons,Testicular cancer,,,
1992,Persons,Testicular cancer,,,
1993,Persons,Testicular cancer,,,
1994,Persons,Testicular cancer,,,
1995,Persons,Testicular cancer,,,
1996,Persons,Testicular cancer,,,
1997,Persons,Testicular cancer,,,
1998,Persons,Testicular cancer,,,
1999,Persons,Testicular cancer,,,
2000,Persons,Testicular cancer,,,
2001,Persons,Testicular cancer,,,
2002,Persons,Testicular cancer,,,
2003,Persons,Testicular cancer,,,
2004,Persons,Testicular cancer,,,
2005,Persons,Testicular cancer,,,
2006,Persons,Testicular cancer,,,
2007,Persons,Testicular cancer,,,
2008,Persons,Testicular cancer,,,
2009,Persons,Testicular cancer,,,
2010,Persons,Testicular cancer,,,
2011,Persons,Testicular cancer,,,
1968,Male,Thyroid cancer,,,
1969,Male,Thyroid cancer,,,
1970,Male,Thyroid cancer,,,
1971,Male,Thyroid cancer,,,
1972,Male,Thyroid cancer,,,
1973,Male,Thyroid cancer,,,
1974,Male,Thyroid cancer,,,
1975,Male,Thyroid cancer,,,
1976,Male,Thyroid cancer,,,
1977,Male,Thyroid cancer,,,
1978,Male,Thyroid cancer,,,
1979,Male,Thyroid cancer,,,
1980,Male,Thyroid cancer,,,
1981,Male,Thyroid cancer,,,
1982,Male,Thyroid cancer,0.3,0.23,0.26
1983,Male,Thyroid cancer,0.28,0.22,0.23
1984,Male,Thyroid cancer,0.35,0.25,0.27
1985,Male,Thyroid cancer,0.13,0.1,0.11
1986,Male,Thyroid cancer,0.28,0.21,0.23
1987,Male,Thyroid cancer,0.33,0.26,0.27
1988,Male,Thyroid cancer,0.18,0.13,0.15
1989,Male,Thyroid cancer,0.15,0.13,0.13
1990,Male,Thyroid cancer,0.35,0.29,0.31
1991,Male,Thyroid cancer,0.18,0.15,0.16
1992,Male,Thyroid cancer,0.23,0.19,0.2
1993,Male,Thyroid cancer,0.22,0.17,0.19
1994,Male,Thyroid cancer,0.16,0.11,0.13
1995,Male,Thyroid cancer,0.13,0.1,0.1
1996,Male,Thyroid cancer,0.14,0.11,0.11
1997,Male,Thyroid cancer,0.17,0.13,0.14
1998,Male,Thyroid cancer,0.16,0.13,0.13
1999,Male,Thyroid cancer,0.16,0.12,0.13
2000,Male,Thyroid cancer,0.16,0.13,0.13
2001,Male,Thyroid cancer,0.13,0.09,0.1
2002,Male,Thyroid cancer,0.13,0.1,0.11
2003,Male,Thyroid cancer,0.13,0.09,0.1
2004,Male,Thyroid cancer,0.12,0.09,0.1
2005,Male,Thyroid cancer,0.1,0.08,0.08
2006,Male,Thyroid cancer,0.13,0.1,0.1
2007,Male,Thyroid cancer,0.09,0.07,0.07
2008,Male,Thyroid cancer,0.09,0.07,0.07
2009,Male,Thyroid cancer,0.1,0.07,0.08
2010,Male,Thyroid cancer,0.08,0.06,0.06
2011,Male,Thyroid cancer,,,
1968,Female,Thyroid cancer,,,
1969,Female,Thyroid cancer,,,
1970,Female,Thyroid cancer,,,
1971,Female,Thyroid cancer,,,
1972,Female,Thyroid cancer,,,
1973,Female,Thyroid cancer,,,
1974,Female,Thyroid cancer,,,
1975,Female,Thyroid cancer,,,
1976,Female,Thyroid cancer,,,
1977,Female,Thyroid cancer,,,
1978,Female,Thyroid cancer,,,
1979,Female,Thyroid cancer,,,
1980,Female,Thyroid cancer,,,
1981,Female,Thyroid cancer,,,
1982,Female,Thyroid cancer,0.19,0.14,0.15
1983,Female,Thyroid cancer,0.18,0.13,0.14
1984,Female,Thyroid cancer,0.14,0.1,0.11
1985,Female,Thyroid cancer,0.18,0.13,0.14
1986,Female,Thyroid cancer,0.13,0.09,0.1
1987,Female,Thyroid cancer,0.13,0.09,0.09
1988,Female,Thyroid cancer,0.14,0.11,0.11
1989,Female,Thyroid cancer,0.13,0.09,0.1
1990,Female,Thyroid cancer,0.1,0.07,0.07
1991,Female,Thyroid cancer,0.08,0.05,0.06
1992,Female,Thyroid cancer,0.09,0.06,0.06
1993,Female,Thyroid cancer,0.09,0.07,0.07
1994,Female,Thyroid cancer,0.07,0.06,0.06
1995,Female,Thyroid cancer,0.06,0.05,0.05
1996,Female,Thyroid cancer,0.06,0.04,0.05
1997,Female,Thyroid cancer,0.06,0.04,0.04
1998,Female,Thyroid cancer,0.04,0.03,0.03
1999,Female,Thyroid cancer,0.05,0.04,0.04
2000,Female,Thyroid cancer,0.06,0.04,0.05
2001,Female,Thyroid cancer,0.05,0.04,0.04
2002,Female,Thyroid cancer,0.06,0.04,0.05
2003,Female,Thyroid cancer,0.04,0.02,0.03
2004,Female,Thyroid cancer,0.04,0.03,0.03
2005,Female,Thyroid cancer,0.04,0.02,0.03
2006,Female,Thyroid cancer,0.04,0.03,0.03
2007,Female,Thyroid cancer,0.04,0.03,0.03
2008,Female,Thyroid cancer,0.04,0.03,0.03
2009,Female,Thyroid cancer,0.05,0.03,0.03
2010,Female,Thyroid cancer,0.04,0.03,0.03
2011,Female,Thyroid cancer,,,
1968,Persons,Thyroid cancer,,,
1969,Persons,Thyroid cancer,,,
1970,Persons,Thyroid cancer,,,
1971,Persons,Thyroid cancer,,,
1972,Persons,Thyroid cancer,,,
1973,Persons,Thyroid cancer,,,
1974,Persons,Thyroid cancer,,,
1975,Persons,Thyroid cancer,,,
1976,Persons,Thyroid cancer,,,
1977,Persons,Thyroid cancer,,,
1978,Persons,Thyroid cancer,,,
1979,Persons,Thyroid cancer,,,
1980,Persons,Thyroid cancer,,,
1981,Persons,Thyroid cancer,,,
1982,Persons,Thyroid cancer,0.23,0.17,0.18
1983,Persons,Thyroid cancer,0.21,0.15,0.17
1984,Persons,Thyroid cancer,0.2,0.14,0.15
1985,Persons,Thyroid cancer,0.18,0.13,0.14
1986,Persons,Thyroid cancer,0.18,0.13,0.14
1987,Persons,Thyroid cancer,0.18,0.13,0.14
1988,Persons,Thyroid cancer,0.16,0.12,0.13
1989,Persons,Thyroid cancer,0.14,0.1,0.11
1990,Persons,Thyroid cancer,0.18,0.13,0.14
1991,Persons,Thyroid cancer,0.11,0.08,0.09
1992,Persons,Thyroid cancer,0.13,0.1,0.1
1993,Persons,Thyroid cancer,0.12,0.09,0.1
1994,Persons,Thyroid cancer,0.1,0.07,0.08
1995,Persons,Thyroid cancer,0.08,0.06,0.06
1996,Persons,Thyroid cancer,0.09,0.06,0.06
1997,Persons,Thyroid cancer,0.09,0.06,0.07
1998,Persons,Thyroid cancer,0.07,0.05,0.05
1999,Persons,Thyroid cancer,0.08,0.06,0.06
2000,Persons,Thyroid cancer,0.09,0.06,0.07
2001,Persons,Thyroid cancer,0.07,0.05,0.06
2002,Persons,Thyroid cancer,0.08,0.06,0.06
2003,Persons,Thyroid cancer,0.06,0.04,0.04
2004,Persons,Thyroid cancer,0.06,0.04,0.05
2005,Persons,Thyroid cancer,0.05,0.04,0.04
2006,Persons,Thyroid cancer,0.07,0.05,0.05
2007,Persons,Thyroid cancer,0.05,0.04,0.04
2008,Persons,Thyroid cancer,0.05,0.04,0.04
2009,Persons,Thyroid cancer,0.06,0.04,0.05
2010,Persons,Thyroid cancer,0.05,0.04,0.04
2011,Persons,Thyroid cancer,,,
1968,Male,Tongue cancer,,,
1969,Male,Tongue cancer,,,
1970,Male,Tongue cancer,,,
1971,Male,Tongue cancer,,,
1972,Male,Tongue cancer,,,
1973,Male,Tongue cancer,,,
1974,Male,Tongue cancer,,,
1975,Male,Tongue cancer,,,
1976,Male,Tongue cancer,,,
1977,Male,Tongue cancer,,,
1978,Male,Tongue cancer,,,
1979,Male,Tongue cancer,,,
1980,Male,Tongue cancer,,,
1981,Male,Tongue cancer,,,
1982,Male,Tongue cancer,0.46,0.41,0.43
1983,Male,Tongue cancer,0.53,0.54,0.53
1984,Male,Tongue cancer,0.59,0.58,0.58
1985,Male,Tongue cancer,0.63,0.58,0.59
1986,Male,Tongue cancer,0.53,0.51,0.52
1987,Male,Tongue cancer,0.56,0.52,0.52
1988,Male,Tongue cancer,0.57,0.54,0.54
1989,Male,Tongue cancer,0.5,0.47,0.47
1990,Male,Tongue cancer,0.62,0.55,0.57
1991,Male,Tongue cancer,0.49,0.47,0.47
1992,Male,Tongue cancer,0.44,0.44,0.43
1993,Male,Tongue cancer,0.43,0.44,0.44
1994,Male,Tongue cancer,0.51,0.49,0.49
1995,Male,Tongue cancer,0.46,0.42,0.43
1996,Male,Tongue cancer,0.5,0.51,0.5
1997,Male,Tongue cancer,0.32,0.31,0.31
1998,Male,Tongue cancer,0.47,0.44,0.45
1999,Male,Tongue cancer,0.39,0.38,0.37
2000,Male,Tongue cancer,0.36,0.31,0.32
2001,Male,Tongue cancer,0.37,0.36,0.36
2002,Male,Tongue cancer,0.4,0.36,0.37
2003,Male,Tongue cancer,0.36,0.33,0.34
2004,Male,Tongue cancer,0.32,0.29,0.3
2005,Male,Tongue cancer,0.32,0.32,0.32
2006,Male,Tongue cancer,0.28,0.27,0.27
2007,Male,Tongue cancer,0.33,0.3,0.31
2008,Male,Tongue cancer,0.3,0.27,0.28
2009,Male,Tongue cancer,0.31,0.27,0.28
2010,Male,Tongue cancer,0.32,0.28,0.29
2011,Male,Tongue cancer,,,
1968,Female,Tongue cancer,,,
1969,Female,Tongue cancer,,,
1970,Female,Tongue cancer,,,
1971,Female,Tongue cancer,,,
1972,Female,Tongue cancer,,,
1973,Female,Tongue cancer,,,
1974,Female,Tongue cancer,,,
1975,Female,Tongue cancer,,,
1976,Female,Tongue cancer,,,
1977,Female,Tongue cancer,,,
1978,Female,Tongue cancer,,,
1979,Female,Tongue cancer,,,
1980,Female,Tongue cancer,,,
1981,Female,Tongue cancer,,,
1982,Female,Tongue cancer,0.42,0.44,0.43
1983,Female,Tongue cancer,0.45,0.35,0.39
1984,Female,Tongue cancer,0.66,0.55,0.58
1985,Female,Tongue cancer,0.47,0.41,0.43
1986,Female,Tongue cancer,0.47,0.44,0.45
1987,Female,Tongue cancer,0.46,0.44,0.44
1988,Female,Tongue cancer,0.44,0.4,0.41
1989,Female,Tongue cancer,0.37,0.34,0.35
1990,Female,Tongue cancer,0.42,0.39,0.4
1991,Female,Tongue cancer,0.47,0.39,0.42
1992,Female,Tongue cancer,0.4,0.34,0.36
1993,Female,Tongue cancer,0.54,0.52,0.53
1994,Female,Tongue cancer,0.4,0.34,0.36
1995,Female,Tongue cancer,0.38,0.34,0.35
1996,Female,Tongue cancer,0.43,0.38,0.4
1997,Female,Tongue cancer,0.28,0.26,0.27
1998,Female,Tongue cancer,0.26,0.24,0.25
1999,Female,Tongue cancer,0.38,0.36,0.35
2000,Female,Tongue cancer,0.43,0.4,0.4
2001,Female,Tongue cancer,0.37,0.33,0.35
2002,Female,Tongue cancer,0.39,0.34,0.36
2003,Female,Tongue cancer,0.37,0.32,0.33
2004,Female,Tongue cancer,0.25,0.21,0.22
2005,Female,Tongue cancer,0.25,0.25,0.26
2006,Female,Tongue cancer,0.28,0.23,0.25
2007,Female,Tongue cancer,0.24,0.21,0.21
2008,Female,Tongue cancer,0.32,0.29,0.3
2009,Female,Tongue cancer,0.29,0.23,0.25
2010,Female,Tongue cancer,0.25,0.21,0.22
2011,Female,Tongue cancer,,,
1968,Persons,Tongue cancer,,,
1969,Persons,Tongue cancer,,,
1970,Persons,Tongue cancer,,,
1971,Persons,Tongue cancer,,,
1972,Persons,Tongue cancer,,,
1973,Persons,Tongue cancer,,,
1974,Persons,Tongue cancer,,,
1975,Persons,Tongue cancer,,,
1976,Persons,Tongue cancer,,,
1977,Persons,Tongue cancer,,,
1978,Persons,Tongue cancer,,,
1979,Persons,Tongue cancer,,,
1980,Persons,Tongue cancer,,,
1981,Persons,Tongue cancer,,,
1982,Persons,Tongue cancer,0.43,0.41,0.42
1983,Persons,Tongue cancer,0.51,0.49,0.49
1984,Persons,Tongue cancer,0.63,0.58,0.59
1985,Persons,Tongue cancer,0.56,0.52,0.53
1986,Persons,Tongue cancer,0.51,0.49,0.49
1987,Persons,Tongue cancer,0.52,0.49,0.49
1988,Persons,Tongue cancer,0.52,0.49,0.5
1989,Persons,Tongue cancer,0.45,0.42,0.43
1990,Persons,Tongue cancer,0.53,0.49,0.5
1991,Persons,Tongue cancer,0.49,0.45,0.46
1992,Persons,Tongue cancer,0.43,0.41,0.41
1993,Persons,Tongue cancer,0.47,0.46,0.46
1994,Persons,Tongue cancer,0.47,0.44,0.45
1995,Persons,Tongue cancer,0.43,0.39,0.4
1996,Persons,Tongue cancer,0.48,0.47,0.47
1997,Persons,Tongue cancer,0.31,0.29,0.29
1998,Persons,Tongue cancer,0.39,0.37,0.38
1999,Persons,Tongue cancer,0.39,0.37,0.37
2000,Persons,Tongue cancer,0.37,0.33,0.34
2001,Persons,Tongue cancer,0.37,0.35,0.36
2002,Persons,Tongue cancer,0.39,0.35,0.36
2003,Persons,Tongue cancer,0.36,0.33,0.34
2004,Persons,Tongue cancer,0.29,0.27,0.27
2005,Persons,Tongue cancer,0.3,0.3,0.3
2006,Persons,Tongue cancer,0.28,0.26,0.26
2007,Persons,Tongue cancer,0.3,0.27,0.28
2008,Persons,Tongue cancer,0.3,0.27,0.28
2009,Persons,Tongue cancer,0.3,0.26,0.27
2010,Persons,Tongue cancer,0.29,0.26,0.27
2011,Persons,Tongue cancer,,,
1968,Male,Unknown primary site,,,
1969,Male,Unknown primary site,,,
1970,Male,Unknown primary site,,,
1971,Male,Unknown primary site,,,
1972,Male,Unknown primary site,,,
1973,Male,Unknown primary site,,,
1974,Male,Unknown primary site,,,
1975,Male,Unknown primary site,,,
1976,Male,Unknown primary site,,,
1977,Male,Unknown primary site,,,
1978,Male,Unknown primary site,,,
1979,Male,Unknown primary site,,,
1980,Male,Unknown primary site,,,
1981,Male,Unknown primary site,,,
1982,Male,Unknown primary site,0.55,0.54,0.55
1983,Male,Unknown primary site,0.6,0.58,0.59
1984,Male,Unknown primary site,0.64,0.63,0.63
1985,Male,Unknown primary site,0.66,0.64,0.65
1986,Male,Unknown primary site,0.69,0.68,0.68
1987,Male,Unknown primary site,0.76,0.74,0.75
1988,Male,Unknown primary site,0.72,0.7,0.71
1989,Male,Unknown primary site,0.72,0.7,0.7
1990,Male,Unknown primary site,0.7,0.67,0.68
1991,Male,Unknown primary site,0.71,0.69,0.7
1992,Male,Unknown primary site,0.73,0.71,0.72
1993,Male,Unknown primary site,0.72,0.69,0.7
1994,Male,Unknown primary site,0.78,0.76,0.77
1995,Male,Unknown primary site,0.77,0.76,0.77
1996,Male,Unknown primary site,0.76,0.73,0.74
1997,Male,Unknown primary site,0.69,0.65,0.66
1998,Male,Unknown primary site,0.73,0.71,0.71
1999,Male,Unknown primary site,0.71,0.68,0.69
2000,Male,Unknown primary site,0.71,0.67,0.68
2001,Male,Unknown primary site,0.67,0.64,0.65
2002,Male,Unknown primary site,0.63,0.6,0.61
2003,Male,Unknown primary site,0.77,0.73,0.75
2004,Male,Unknown primary site,0.88,0.85,0.86
2005,Male,Unknown primary site,0.9,0.88,0.89
2006,Male,Unknown primary site,0.93,0.89,0.9
2007,Male,Unknown primary site,0.86,0.84,0.84
2008,Male,Unknown primary site,0.88,0.86,0.86
2009,Male,Unknown primary site,0.9,0.85,0.87
2010,Male,Unknown primary site,0.76,0.72,0.73
2011,Male,Unknown primary site,,,
1968,Female,Unknown primary site,,,
1969,Female,Unknown primary site,,,
1970,Female,Unknown primary site,,,
1971,Female,Unknown primary site,,,
1972,Female,Unknown primary site,,,
1973,Female,Unknown primary site,,,
1974,Female,Unknown primary site,,,
1975,Female,Unknown primary site,,,
1976,Female,Unknown primary site,,,
1977,Female,Unknown primary site,,,
1978,Female,Unknown primary site,,,
1979,Female,Unknown primary site,,,
1980,Female,Unknown primary site,,,
1981,Female,Unknown primary site,,,
1982,Female,Unknown primary site,0.58,0.58,0.58
1983,Female,Unknown primary site,0.58,0.57,0.57
1984,Female,Unknown primary site,0.63,0.63,0.63
1985,Female,Unknown primary site,0.65,0.65,0.65
1986,Female,Unknown primary site,0.67,0.64,0.66
1987,Female,Unknown primary site,0.71,0.69,0.7
1988,Female,Unknown primary site,0.67,0.67,0.67
1989,Female,Unknown primary site,0.71,0.7,0.7
1990,Female,Unknown primary site,0.68,0.66,0.67
1991,Female,Unknown primary site,0.7,0.69,0.7
1992,Female,Unknown primary site,0.72,0.71,0.71
1993,Female,Unknown primary site,0.76,0.74,0.75
1994,Female,Unknown primary site,0.74,0.73,0.74
1995,Female,Unknown primary site,0.7,0.68,0.69
1996,Female,Unknown primary site,0.79,0.77,0.77
1997,Female,Unknown primary site,0.72,0.7,0.7
1998,Female,Unknown primary site,0.72,0.7,0.71
1999,Female,Unknown primary site,0.78,0.74,0.75
2000,Female,Unknown primary site,0.69,0.67,0.68
2001,Female,Unknown primary site,0.67,0.63,0.65
2002,Female,Unknown primary site,0.7,0.68,0.68
2003,Female,Unknown primary site,0.73,0.69,0.7
2004,Female,Unknown primary site,0.85,0.83,0.84
2005,Female,Unknown primary site,0.81,0.81,0.81
2006,Female,Unknown primary site,0.89,0.88,0.88
2007,Female,Unknown primary site,0.81,0.8,0.8
2008,Female,Unknown primary site,0.89,0.86,0.87
2009,Female,Unknown primary site,0.83,0.81,0.81
2010,Female,Unknown primary site,0.81,0.74,0.77
2011,Female,Unknown primary site,,,
1968,Persons,Unknown primary site,,,
1969,Persons,Unknown primary site,,,
1970,Persons,Unknown primary site,,,
1971,Persons,Unknown primary site,,,
1972,Persons,Unknown primary site,,,
1973,Persons,Unknown primary site,,,
1974,Persons,Unknown primary site,,,
1975,Persons,Unknown primary site,,,
1976,Persons,Unknown primary site,,,
1977,Persons,Unknown primary site,,,
1978,Persons,Unknown primary site,,,
1979,Persons,Unknown primary site,,,
1980,Persons,Unknown primary site,,,
1981,Persons,Unknown primary site,,,
1982,Persons,Unknown primary site,0.56,0.56,0.56
1983,Persons,Unknown primary site,0.59,0.57,0.58
1984,Persons,Unknown primary site,0.63,0.63,0.63
1985,Persons,Unknown primary site,0.65,0.64,0.64
1986,Persons,Unknown primary site,0.68,0.66,0.67
1987,Persons,Unknown primary site,0.73,0.72,0.72
1988,Persons,Unknown primary site,0.69,0.69,0.69
1989,Persons,Unknown primary site,0.71,0.7,0.7
1990,Persons,Unknown primary site,0.69,0.67,0.67
1991,Persons,Unknown primary site,0.7,0.69,0.7
1992,Persons,Unknown primary site,0.73,0.71,0.72
1993,Persons,Unknown primary site,0.74,0.71,0.72
1994,Persons,Unknown primary site,0.76,0.75,0.75
1995,Persons,Unknown primary site,0.74,0.73,0.73
1996,Persons,Unknown primary site,0.77,0.74,0.75
1997,Persons,Unknown primary site,0.7,0.67,0.68
1998,Persons,Unknown primary site,0.72,0.7,0.71
1999,Persons,Unknown primary site,0.74,0.7,0.72
2000,Persons,Unknown primary site,0.69,0.67,0.68
2001,Persons,Unknown primary site,0.67,0.63,0.64
2002,Persons,Unknown primary site,0.66,0.63,0.64
2003,Persons,Unknown primary site,0.75,0.71,0.72
2004,Persons,Unknown primary site,0.86,0.84,0.85
2005,Persons,Unknown primary site,0.85,0.85,0.85
2006,Persons,Unknown primary site,0.9,0.88,0.89
2007,Persons,Unknown primary site,0.83,0.82,0.82
2008,Persons,Unknown primary site,0.88,0.86,0.87
2009,Persons,Unknown primary site,0.86,0.83,0.84
2010,Persons,Unknown primary site,0.78,0.73,0.75
2011,Persons,Unknown primary site,,,
1968,Male,Uterine cancer,,,
1969,Male,Uterine cancer,,,
1970,Male,Uterine cancer,,,
1971,Male,Uterine cancer,,,
1972,Male,Uterine cancer,,,
1973,Male,Uterine cancer,,,
1974,Male,Uterine cancer,,,
1975,Male,Uterine cancer,,,
1976,Male,Uterine cancer,,,
1977,Male,Uterine cancer,,,
1978,Male,Uterine cancer,,,
1979,Male,Uterine cancer,,,
1980,Male,Uterine cancer,,,
1981,Male,Uterine cancer,,,
1982,Male,Uterine cancer,,,
1983,Male,Uterine cancer,,,
1984,Male,Uterine cancer,,,
1985,Male,Uterine cancer,,,
1986,Male,Uterine cancer,,,
1987,Male,Uterine cancer,,,
1988,Male,Uterine cancer,,,
1989,Male,Uterine cancer,,,
1990,Male,Uterine cancer,,,
1991,Male,Uterine cancer,,,
1992,Male,Uterine cancer,,,
1993,Male,Uterine cancer,,,
1994,Male,Uterine cancer,,,
1995,Male,Uterine cancer,,,
1996,Male,Uterine cancer,,,
1997,Male,Uterine cancer,,,
1998,Male,Uterine cancer,,,
1999,Male,Uterine cancer,,,
2000,Male,Uterine cancer,,,
2001,Male,Uterine cancer,,,
2002,Male,Uterine cancer,,,
2003,Male,Uterine cancer,,,
2004,Male,Uterine cancer,,,
2005,Male,Uterine cancer,,,
2006,Male,Uterine cancer,,,
2007,Male,Uterine cancer,,,
2008,Male,Uterine cancer,,,
2009,Male,Uterine cancer,,,
2010,Male,Uterine cancer,,,
2011,Male,Uterine cancer,,,
1968,Female,Uterine cancer,,,
1969,Female,Uterine cancer,,,
1970,Female,Uterine cancer,,,
1971,Female,Uterine cancer,,,
1972,Female,Uterine cancer,,,
1973,Female,Uterine cancer,,,
1974,Female,Uterine cancer,,,
1975,Female,Uterine cancer,,,
1976,Female,Uterine cancer,,,
1977,Female,Uterine cancer,,,
1978,Female,Uterine cancer,,,
1979,Female,Uterine cancer,,,
1980,Female,Uterine cancer,,,
1981,Female,Uterine cancer,,,
1982,Female,Uterine cancer,0.24,0.2,0.21
1983,Female,Uterine cancer,0.26,0.22,0.23
1984,Female,Uterine cancer,0.22,0.19,0.2
1985,Female,Uterine cancer,0.27,0.23,0.24
1986,Female,Uterine cancer,0.24,0.21,0.22
1987,Female,Uterine cancer,0.23,0.2,0.2
1988,Female,Uterine cancer,0.21,0.17,0.18
1989,Female,Uterine cancer,0.26,0.21,0.22
1990,Female,Uterine cancer,0.19,0.16,0.17
1991,Female,Uterine cancer,0.21,0.17,0.18
1992,Female,Uterine cancer,0.19,0.15,0.16
1993,Female,Uterine cancer,0.19,0.16,0.17
1994,Female,Uterine cancer,0.17,0.15,0.15
1995,Female,Uterine cancer,0.21,0.17,0.18
1996,Female,Uterine cancer,0.19,0.16,0.17
1997,Female,Uterine cancer,0.19,0.15,0.16
1998,Female,Uterine cancer,0.17,0.14,0.15
1999,Female,Uterine cancer,0.17,0.15,0.15
2000,Female,Uterine cancer,0.16,0.13,0.14
2001,Female,Uterine cancer,0.19,0.17,0.17
2002,Female,Uterine cancer,0.2,0.17,0.18
2003,Female,Uterine cancer,0.17,0.14,0.15
2004,Female,Uterine cancer,0.17,0.14,0.15
2005,Female,Uterine cancer,0.18,0.15,0.16
2006,Female,Uterine cancer,0.17,0.14,0.15
2007,Female,Uterine cancer,0.16,0.13,0.14
2008,Female,Uterine cancer,0.16,0.14,0.14
2009,Female,Uterine cancer,0.16,0.13,0.14
2010,Female,Uterine cancer,0.15,0.12,0.13
2011,Female,Uterine cancer,,,
1968,Persons,Uterine cancer,,,
1969,Persons,Uterine cancer,,,
1970,Persons,Uterine cancer,,,
1971,Persons,Uterine cancer,,,
1972,Persons,Uterine cancer,,,
1973,Persons,Uterine cancer,,,
1974,Persons,Uterine cancer,,,
1975,Persons,Uterine cancer,,,
1976,Persons,Uterine cancer,,,
1977,Persons,Uterine cancer,,,
1978,Persons,Uterine cancer,,,
1979,Persons,Uterine cancer,,,
1980,Persons,Uterine cancer,,,
1981,Persons,Uterine cancer,,,
1982,Persons,Uterine cancer,,,
1983,Persons,Uterine cancer,,,
1984,Persons,Uterine cancer,,,
1985,Persons,Uterine cancer,,,
1986,Persons,Uterine cancer,,,
1987,Persons,Uterine cancer,,,
1988,Persons,Uterine cancer,,,
1989,Persons,Uterine cancer,,,
1990,Persons,Uterine cancer,,,
1991,Persons,Uterine cancer,,,
